Name,Address,prktype,restroom,Website,playground,soccer,basketball,tennis,volleyball,baseball,discgolf,dogpark,picnic,sprayground,latitude,longitude
American Tobacco Trail - Wimberly Rd Entrance,"1017 Wimberly Road, Apex, NC 27502",NA,No,https://www.wakegov.com/departments-government/parks-recreation-and-open-space/all-parks-trails/american-tobacco-trail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.76001332,-78.91992828
"Annie Louise Wilkerson, MD ture Preserve Park","11408 Raven Ridge Rd, Raleigh, NC",NA,Yes,https://raleighnc.gov/places/annie-louise-wilkerson-md-ture-preserve-park,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.91887552,-78.59951423
Apex Community Center,"53 Hunter Street,  Apex NC",NA,Yes,https://www.apexnc.org/453/Community-Center-Programs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.73452827,-78.84538372
Apex ture Park,"2600 Evans Rd., Apex NC",NA,Yes,https://www.apexnc.org/800/ture-Park-Seymour-Athletic-Fields,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,NA,35.71324271,-78.90574333
Banks Road Fields,"10225 Chambers Road, Fuquay-Vari, NC",NA,No,http://www.fuquay-vari.org/departments-and-services/parks-recreation-and-cultural-resources/parks/banks-road.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.63386896,-78.70949786
Barwell Road Park,"3935 Barwell Rd, Raleigh, NC",NA,No,https://raleighnc.gov/places/barwell-road-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.7323401,-78.55515137
Brookhaven ture Park,"5125 Berkeley St, Raleigh, NC",NA,No,https://raleighnc.gov/places/brookhaven-ture-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.85113594,-78.68705098
Buffaloe Road Cae Launch,"4901 Elizabeth Dr, Raleigh, NC",NA,No,https://raleighnc.gov/river-access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.84740755,-78.53141808
Cae Launch at Falls Lake,"12028 Falls of Neuse Rd, Raleigh, NC",NA,No,https://raleighnc.gov/river-access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.93365981,-78.57844789
Carroll Howard Johnson Environmental Education Park,"301 Wagstaff Road, Fuquay-Vari, NC",NA,Yes,http://www.fuquay-vari.org/departments-and-services/parks-recreation-and-cultural-resources/parks/carroll-howard-johnson-environmental-education-park.html,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.56631568,-78.80831266
Pender Street Park,"1600 Pender St, Raleigh, NC",NA,No,https://raleighnc.gov/john-stokes-memorial-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.78238404,-78.61568299
Cary Arts Center,"316 N Academy Street, Cary, NC",NA,No,http://www.towfcary.org/Departments/Parks__Recreation___Cultural_Resources/Fac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.7889192,-78.78111645
Cary Tennis Park,"2727 Louis Stephens Drive, Cary, NC",NA,Yes,http://www.towfcary.org/recreation-enjoyment/facilities/cary-tennis-park,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,35.80681796,-78.86166712
Cedar Fork District Park,"228 Aviation Parkway, Morrisville NC",NA,Yes,http://www.towfmorrisville.org/government/departments-services/parks-recreation-cultural-resources/parks-and-greenways/cedar-fork-district-park,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.82616354,-78.82078462
Clemmons Educatiol State Forest,"2256 Old U.S. Hwy 70, Clayton, NC",NA,Yes,https://www.ncesf.org/clemmons.html,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.67417676,-78.48932942
Compiegne Park,"106 Chamberlain St, Raleigh, NC",NA,No,https://raleighnc.gov/places/compiegne-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.78796866,-78.6667033
Crabtree Creek ture Park,"151 Keybridge Drive, Morrisville NC",NA,No,http://www.towfmorrisville.org/government/departments-services/parks-recreation-cultural-resources/parks-and-greenways/crabtree-creek-ture-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.82011985,-78.82137721
Davis Drive Park,"1610 Davis Drive, Cary, NC",NA,Yes,http://www.towfcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Davis_Drive_Park.htm,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.77074087,-78.84476157
Dorothea Dix Park - Blair Dr Entrance,"900 S Boylan Ave, Raleigh, NC",NA,No,https://raleighnc.gov/places/dorothea-dix-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.79130993,-78.64855142
Dorothea Dix Park - Lake Wheeler Rd Entrance,"900 S Boylan Ave, Raleigh, NC",NA,No,https://raleighnc.gov/places/dorothea-dix-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.79130993,-78.64855142
Dorothea Dix Park - Western Blvd Entrance,"900 S Boylan Ave, Raleigh, NC",NA,No,https://raleighnc.gov/places/dorothea-dix-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.79130993,-78.64855142
Dorothy Park,"720 Griffis Street, Cary, NC",NA,No,http://www.towfcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Dorothy_Park.htm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.77845829,-78.789438
Downtown Park,"319 S. Academy Street, Cary, NC",NA,No,http://www.towfcary.org/recreation-enjoyment/parks-greenways-environment/parks/downtown-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.78446607,-78.78116554
"Dr. Martin Luther King, Jr. Memorial Gardens","900 Rock Quarry Rd, Raleigh, NC",NA,No,https://raleighnc.gov/places/dr-martin-luther-king-jr-memorial-gardens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.76940958,-78.61839648
E. Carroll Joyner Park,"701 Harris Rd, Wake Forest, NC",NA,Yes,http://www.wakeforestnc.gov/joyner-park.aspx,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.99957091,-78.51702686
Ed Metz Wells Park,"1600 Park Dr, Raleigh, NC",NA,No,https://raleighnc.gov/places/ed-metz-wells-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.787698,-78.65530419
Fallon Park,"2601 Oxford Rd, Raleigh, NC",NA,No,https://raleighnc.gov/places/fallon-park,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.81712089,-78.6358221
Falls Lake State Recreation Area - Park Office Entrance,"13900 Creedmoor Road, Wake Forest NC",NA,Yes,https://www.ncparks.gov/falls-lake-state-recreation-area,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,36.00262767,-78.68785078
Falls Lake State Recreation Area - Shinleaf Rec Area Entrance,"13708 New Light Road, Wake Forest NC",NA,Yes,https://www.ncparks.gov/falls-lake-state-recreation-area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.9938869,-78.65961527
Fleming Loop Recreation Park,"301 Fleming Loop Road, Fuquay-Vari, NC",NA,No,http://www.fuquay-vari.org/departments-and-services/parks-recreation-and-cultural-resources/parks/fleming-loop-park.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.58019786,-78.81682811
Fred G. Bond Metro Park,"801 High House Road, Cary, NC",NA,Yes,http://www.towfcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Fred_G__Bond_Metro_Park.htm,NA,NA,NA,NA,NA,Yes,NA,NA,Yes,NA,35.78538434,-78.82075351
Fuquay Mineral Spring Park,"105 West Spring Street, Fuquay-Vari, NC",NA,No,http://www.fuquay-vari.org/departments-and-services/parks-recreation-and-cultural-resources/parks/fuquay-mineral-spring-park.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.58031967,-78.80075177
Good Hope Farm,"1580 Morrisville Carpenter Road, Cary, NC",NA,No,http://www.towfcary.org/recreation-enjoyment/parks-greenways-environment/community-gardens-urban-agriculture/good-hope-farm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.82455379,-78.86332304
H.L. Miller Park,"401 Elm Ave, Wake Forest, NC",NA,No,http://www.wakeforestnc.gov/miller-park.aspx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.97511559,-78.50693038
Halle Cultural Arts Center,"237 N Salem Street, Apex NC",NA,Yes,http://www.apexnc.org/454/Halle-Cultural-Arts-Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.73259782,-78.85034945
Harold D. Ritter Park,"301 Lochmere Drive West, Cary, NC",NA,Yes,http://www.towfcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Harold_D__Ritter_Park.htm,NA,NA,NA,NA,NA,Yes,NA,NA,Yes,NA,35.7286105,-78.77458105
Hemlock Bluffs ture Preserve,"2616 Kildaire Farm Road, Cary, NC",NA,Yes,http://www.towfcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Stevens_ture_Center_At_Hemlock_Bluffs_ture_Preserve.htm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.72282539,-78.78105775
Herbert Akins Fields,"2255 Herbert Akins Road, Fuquay-Vari, NC",NA,No,http://www.fuquay-vari.org/departments-and-services/parks-recreation-and-cultural-resources/parks/herbert-akins-fields.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.6222352,-78.80155828
Historic Oak View County Park,"4028 Carya Dr., Raleigh, NC  27610",NA,Yes,https://www.wakegov.com/departments-government/parks-recreation-and-open-space/all-parks-trails/historic-oak-view-county-park,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.77013472,-78.56880344
Historic Yates Mill County Park,"4620 Lake Wheeler Rd., Raleigh, NC  27603",NA,Yes,https://www.wakegov.com/departments-government/parks-recreation-and-open-space/all-parks-trails/historic-yates-mill-county-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.71918791,-78.68619704
Horseshoe Farm ture Preserve,"2900 Horseshoe Farm Rd, Raleigh, NC",NA,No,https://raleighnc.gov/places/horseshoe-farm-ture-preserve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.88773825,-78.53318981
Hymettus Woods Park,"901 Dixie Trl, Raleigh, NC",NA,No,https://raleighnc.gov/places/hymettus-woods-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.80044762,-78.67625763
J Ashley Wall Town Square,"14 W Third St, Wendell, NC",NA,No,http://www.towfwendell.com/departments/parks-and-recreation/facilites/town-square,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.78111306,-78.37003994
J.B. Flaherty Park,"1226 N White St, Wake Forest, NC",NA,Yes,http://www.wakeforestnc.gov/residents-parksrecreation_facilities_flaherty.aspx,NA,NA,NA,Yes,NA,Yes,NA,Yes,Yes,NA,35.99370193,-78.49114048
John P Top Greene Park,"401 Martin Luther King Jr. Blvd, Raleigh, NC",NA,No,https://raleighnc.gov/places/john-p-top-greene-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.76924172,-78.63364565
Kaplan Park,"5208 Kaplan Dr, Raleigh, NC",NA,No,https://raleighnc.gov/places/kaplan-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.774636,-78.71127521
Kinton Soccer Fields,"300 West Ransom Street, Fuquay-Vari, NC",NA,No,http://www.fuquay-vari.org/departments-and-services/parks-recreation-and-cultural-resources/parks/kinton-soccer-fields.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.57770727,-78.8022543
Knightdale Community Park,"1137 Old Knight Rd, Knightdale, NC",NA,No,http://www.knightdalenc.gov/index.aspx?page=347,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,35.81013294,-78.47198074
Knightdale Environmental Park,"1385 N Smithfield Rd, Knightdale, NC",NA,No,http://www.knightdalenc.gov/index.aspx?page=350,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.80872126,-78.48472719
Lake Johnson ture Preserve,"4601 Avent Ferry Rd, Raleigh, NC",NA,No,https://raleighnc.gov/places/lake-johnson-park,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.76378057,-78.71407164
Lake Johnson Park,"4601 Avent Ferry Rd, Raleigh, NC",NA,Yes,https://raleighnc.gov/places/lake-johnson-park,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.76378057,-78.71407164
Lake Johnson Pool,"1416 Athens Dr, Raleigh, NC",NA,Yes,https://raleighnc.gov/places/lake-johnson-pool,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.77016507,-78.71137841
Lassiter Mill Historical Park,"3300 Lassiter Falls Circle, Raleigh, NC",NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.82568843,-78.64922767
Latta Property,"1001 Parker St, Raleigh, NC",NA,No,https://raleighnc.gov/places/latta-university-historic-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.79640721,-78.66241252
Longview Park,"321 Bertie Dr, Raleigh, NC",NA,No,https://raleighnc.gov/places/longview-pool,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,35.78430363,-78.61024236
Lt. Col. George F. Marshall Memorial Park,"3970 Blue Ridge Rd, Raleigh, NC",NA,No,https://raleighnc.gov/places/marshall-memorial-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.83340617,-78.67918379
MacDold Woods Park,"1601 Seabrook Avenue, Cary, NC",NA,No,http://www.towfcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/MacDold_Woods_Park.htm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.75513326,-78.76640177
Meeting Place Park,"601 Kildaire Farm Road, Cary, NC",NA,No,http://www.towfcary.org/recreation-enjoyment/parks-greenways-environment/parks/meeting-place-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.77979923,-78.78072776
Milburnie,"1101 Old Milburnie Rd, Raleigh, NC",NA,No,http://www.raleighnc.gov/arts_parks/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.79797207,-78.53552295
Milburnie Park Neuse River Trail Access,"5428 Allen Dr, Raleigh, NC",NA,No,https://www.raleighnc.gov/parks/content/ParksRec/Articles/Greenways/NeuseRiverTrail.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8013569,-78.54093816
Moore Square,"201 South Blount St, Raleigh, NC",NA,No,https://raleighnc.gov/places/moore-square,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.78254057,-78.6363995
Mordecai Historic Park,"1 Mimosa St, Raleigh, NC",NA,Yes,https://raleighnc.gov/places/mordecai-historic-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.79257972,-78.63406249
sh Square,"200 S McDowell St, Raleigh, NC",NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.776954,-78.64196732
New Hope Church Road Trailhead Park,"2575 New Hope Church Road, Cary, NC",NA,Yes,http://www.towfcary.org/recreation-enjoyment/parks-greenways-environment/parks/new-hope-church-road-trailhead-park,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.81640774,-78.92567773
rth Garner Dog Park,"221 E Garner Rd, Garner, NC",NA,No,http://www.garnernc.gov/departments/parks-recreation-and-cultural-resources/parks/rth-garner-dog-park,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,35.70661032,-78.60341361
Oakwood Park,"910 Brookside Dr, Raleigh, NC",NA,Yes,https://raleighnc.gov/places/oakwood-park,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,NA,35.78935124,-78.6260943
Old Reedy Creek Road Trailhead,"2139 Old Reedy Creek Road, Cary, NC",NA,Yes,http://www.towfcary.org/recreation-enjoyment/parks-greenways-environment/parks/old-reedy-creek-road-trailhead,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.83838357,-78.78150499
Poole Road Cae Launch,"6451 Poole Rd, Raleigh, NC",NA,No,https://raleighnc.gov/river-access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.75457581,-78.53510181
Pope House,"511 S Wilmington St, Raleigh, NC",NA,No,https://raleighnc.gov/pope-house,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.77402596,-78.63836623
Preston Soccer Fields,"801 High House Road, Cary, NC",NA,No,http://games.towfcarync.gov/ballfields/displaystatus.php,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.78538434,-78.82075351
Pullen Arts Center,"105 Pullen Rd, Raleigh, NC",NA,No,https://raleighnc.gov/places/pullen-arts-center,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,35.78267878,-78.66546481
R.S. Dunham Park,"519 Walnut Street, Cary, NC",NA,Yes,http://www.towfcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/R__S__Dunham_Park.htm,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,35.77774217,-78.77101639
Raleigh City Museum,"220 Fayetteville St, Raleigh, NC",NA,No,https://raleighnc.gov/places/city-raleigh-museum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.7776469,-78.63930236
Ransdell Soccer Fields,"1501 Ideal Lane, Fuquay-Vari, NC",NA,No,http://www.fuquay-vari.org/departments-and-services/parks-recreation-and-cultural-resources/parks/ransdell-soccer-fields.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.60002891,-78.75330626
Ridge Road Park,"1709 Ridge Rd, Raleigh, NC",NA,No,https://raleighnc.gov/places/ridge-road-pool,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.81249995,-78.6837604
Robertson Millpond Preserve,"6333 Robertson Pond Road, Wendell, NC 27591",NA,No,https://www.wakegov.com/departments-government/parks-recreation-and-open-space/all-parks-trails/robertson-millpond-preserve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.81692971,-78.41308806
Rose Garden & Raleigh Little Theatre,"301 Pogue St, Raleigh, NC",NA,No,https://raleighnc.gov/places/raleigh-little-theatre-and-rose-garden,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.79097403,-78.66829043
Rothgeb Park,"2739 Rothgeb Dr, Raleigh, NC",NA,No,https://raleighnc.gov/places/rothgeb-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.82062199,-78.64337885
Ruritan Park,"212 Page St, Morrisville, NC 27560",NA,No,https://www.towfmorrisville.org/government/departments-services/parks-recreation-cultural-resources/parks-and-greenways,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.82308276,-78.82612668
Shelley Lake Park,"1400 W Millbrook Rd, Raleigh, NC",NA,Yes,https://raleighnc.gov/places/shelley-lake-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.85773822,-78.66627285
The PIT Soccer Field,"301 Stinson Ave., Holly Springs, NC",NA,No,http://www.hollyspringsnc.us/index.aspx?NID=312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.64594683,-78.83200883
Theatre in the Park (Pullen Park),"107 Pullen Road, Raleigh, NC",NA,No,https://raleighnc.gov/places/theatre-park-pullen-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.78264652,-78.66548064
Thomas G. Crowder Woodland Center,"5611 Jaguar Park Dr, Raleigh, NC",NA,No,https://raleighnc.gov/places/thomas-g-crowder-woodland-center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.76950129,-78.71646958
Thompson Road Park,"550 Thompson Road, Garner NC, 27529",NA,No,http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.6831639,-78.63537712
Ting Park,"1151 N. Main St., Holly Springs NC",NA,No,https://www.hollyspringsnc.us/607/Ting-Park,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,35.66680509,-78.83531529
Tucker House,"418 N Person St, Raleigh, NC",NA,No,https://raleighnc.gov/places/tucker-house,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.78572382,-78.63445298
Turnipseed ture Preserve,"7100 Hunt Valley Trail, Wendell NC",NA,No,https://www.wakegov.com/departments-government/parks-recreation-and-open-space/all-parks-trails/turnipseed-ture-preserve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.7453083,-78.40407405
USA Baseball at Brooks Park,"7445 Green Hope School Road, Cary, NC",NA,Yes,http://www.towfcary.org/recreation-enjoyment/facilities/usa-baseball-tiol-training-complex,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,35.80215768,-78.89215553
Vallie Henderson Park,"314 Linden Ave, Raleigh, NC",NA,No,https://raleighnc.gov/places/vallie-henderson-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.78373844,-78.62926418
Varnell Park,"2104 Varnell Ave, Raleigh, NC",NA,No,https://raleighnc.gov/places/varnell-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.83321153,-78.672416
Veterans Freedom Park,"1517 N Harrison Ave, Cary, NC",NA,No,http://www.towfcary.org/recreation-enjoyment/parks-greenways-environment/parks/veterans-freedom-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.82099079,-78.77119119
Wake Forest Reservoir Soft Trails,"1215 Wait Ave, Wake Forest, NC",NA,No,https://www.wakeforestnc.gov/parks-recreation-cultural-resources/greenways/trails/wake-forest-reservoir-soft-trails,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.96902232,-78.48827775
WakeMed Soccer Park,"950 E Chatham Street, Cary, NC",NA,Yes,http://www.towfcary.org/Departments/Parks__Recreation___Cultural_Resources/Facilities/Sports_Facilities/WakeMed_Soccer_Park.htm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.79061944,-78.75491961
Walnut Creek Softball Complex,"1201 Sunnybrook Rd, Raleigh, NC",NA,No,https://raleighnc.gov/places/walnut-creek-athletic-complex,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,35.76406321,-78.58221984
Walnut Creek Wetland Center,"950 Peterson St, Raleigh, NC",NA,Yes,https://raleighnc.gov/places/walnut-creek-wetland-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.76062902,-78.62637266
Walnut Terrace Park,"1256 McCauley St, Raleigh, NC",NA,Yes,https://raleighnc.gov/places/walnut-terrace-center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.76652888,-78.64110051
William B. Umstead State Park - Crabtree Creek Entrance,"8801 Glenwood Avenue, Raleigh, NC 27617",NA,No,http://www.ncparks.gov/Visit/parks/wium/main.php,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.8888905,-78.74776156
William B. Umstead State Park - Reedy Creek Entrance,"1800 N. Harrison Ave., Cary, NC  27513",NA,No,http://www.ncparks.gov/Visit/parks/wium/main.php,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.82903574,-78.76896827
Zebulon Community Park,"401 S Arendell Ave, Zebulon, NC",NA,Yes,https://www.towfzebulon.org/services/parks-and-recreation/parks-facilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.81733421,-78.30994971
Charles and Ida Graham Park,"8101 OLIVER HAGER RD HUNTERSVILLE, NC 28078",Town Park,No,https://www.huntersville.org/162/Parks-Recreation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.43125663,-80.90535114
Buckeye Cove Nature Preserve,"4918 CASHION RD HUNTERSVILLE, NC 28078",Nature Preserve,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.41028176,-80.94746059
Riverside Drive Park,"1640 RIVERSIDE DR CHARLOTTE, NC 28214",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.31923279,-80.98359768
White Park,"16500 DAVIDSON-CONCORD RD DAVIDSON, NC 28078",Town Park,No,https://www.ci.davidson.nc.us/130/Parks-Recreation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.454945,-80.802379
Reddman Road Park,"6350 REDDMAN RD CHARLOTTE, NC 28212",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.20457894,-80.75024972
Dellwood Center,"508 DELLWOOD DR HUNTERSVILLE, NC 28078",Community Center,Yes,https://www.huntersville.org/162/Parks-Recreation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.40526884,-80.83482865
Eastway Regional Recreation Center,"3150 EASTWAY PARK DR CHARLOTTE, NC 28213",Recreation Center,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,35.254277,-80.77792126
Pottstown Park,"612 DELLWOOD DR HUNTERSVILLE, NC 28078",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.40526884,-80.83482865
Reedy Creek Community Garden,"8832 GRIER RD CHARLOTTE, NC 28215",Community Garden,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.24932281,-80.70943591
Clanton Park Community Garden,"3010 REVOLUTION PARK DR CHARLOTTE, NC 28217",Community Garden,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.20759874,-80.88293188
Charles L. Sifford Golf Course,"2661 REVOLUTION PARK DR CHARLOTTE, NC 28208",Golf Course,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.21227425,-80.87992296
Lake Fisher Reservoir,"5090 Fisher Rd , Kannapolis NC",Park,Yes,https://www.concordnc.gov/Departments/Parks-Recreation/Facilities/Lake-Fisher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.48491886,-80.57896339
Lake Fisher Reservoir,"5090 Fisher Rd , Kannapolis NC",Park,Yes,https://www.concordnc.gov/Departments/Parks-Recreation/Facilities/Lake-Fisher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.48491886,-80.57896339
Sandy Creek Park,"3510 Sandy Creek Dr, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Sandy-Creek-Park-63,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.96989834,-78.96298216
River Forest Park,"1000 Windermere Dr,Durham  NC",Park,No,https://www.dprplaymore.org/Facilities/Facility/Details/River-Forest-Park-59,NA,Yes,Yes,NA,NA,NA,NA,NA,Yes,NA,36.07830139,-78.90343265
Lake Michie Recreation Area,"2235 Bahama Rd, Durham NC",Park,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,36.17067951,-78.86585431
Holly Grove Campground,"163 Archery Range Rd, Durham NC",Park,No,https://www.dprplaymore.org/Facilities/Facility/Details/Holly-Grove-Area-35,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,36.1660723,-78.8590939
Wilkins Road Park,"9301 Wilkins Rd, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Wilkins-Road-Park-81,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,36.17596293,-78.86243974
Lake Michie Boating Area,"2802 Bahama Rd, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Lake-Michie-Boathouse-38,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,36.17250936,-78.85772626
Lake Michie Overlook Park,"2527 Bahama Rd, Durham NC",Park,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.17387371,-78.85980375
